Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",9,June 25 - June 30,31.4
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",9,June 25 - June 30,35.1
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",9,June 25 - June 30,24.3
One,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",9,June 25 - June 30,45.4
One,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,9,June 25 - June 30,41
One,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,9,June 25 - June 30,33.5
One,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,9,June 25 - June 30,36.4
One,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,9,June 25 - June 30,26.9
One,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,9,June 25 - June 30,28.7
One,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,9,June 25 - June 30,32.5
One,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,9,June 25 - June 30,39.7
One,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,9,June 25 - June 30,33.5
One,Symptoms of Anxiety Disorder,By State,California,California,9,June 25 - June 30,32.2
One,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,9,June 25 - June 30,33
One,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,9,June 25 - June 30,32.5
One,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,9,June 25 - June 30,27.4
One,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,9,June 25 - June 30,29.6
One,Symptoms of Anxiety Disorder,By State,Florida,Florida,9,June 25 - June 30,37.7
One,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,9,June 25 - June 30,36.8
One,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,9,June 25 - June 30,31.5
One,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,9,June 25 - June 30,32.9
One,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,9,June 25 - June 30,33.7
One,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,9,June 25 - June 30,34.7
One,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,9,June 25 - June 30,31.5
One,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,9,June 25 - June 30,28
One,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,9,June 25 - June 30,33.9
One,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,9,June 25 - June 30,40.5
One,Symptoms of Anxiety Disorder,By State,Maine,Maine,9,June 25 - June 30,32
One,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,9,June 25 - June 30,29.5
One,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,28.7
One,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,9,June 25 - June 30,29.7
One,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,25.1
One,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,36.5
One,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,9,June 25 - June 30,32.2
One,Symptoms of Anxiety Disorder,By State,Montana,Montana,9,June 25 - June 30,25.7
One,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,27.8
One,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,9,June 25 - June 30,35
One,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,9,June 25 - June 30,27.5
One,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,30.2
One,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,32.2
One,Symptoms of Anxiety Disorder,By State,New York,New York,9,June 25 - June 30,30.6
One,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,30.4
One,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,29.4
One,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,9,June 25 - June 30,28.8
One,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,36.5
One,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,9,June 25 - June 30,34.1
One,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,9,June 25 - June 30,33.4
One,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,9,June 25 - June 30,28.9
One,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,9,June 25 - June 30,35
One,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,9,June 25 - June 30,31.4
One,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,9,June 25 - June 30,37.6
One,Symptoms of Anxiety Disorder,By State,Texas,Texas,9,June 25 - June 30,35.9
One,Symptoms of Anxiety Disorder,By State,Utah,Utah,9,June 25 - June 30,33
One,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,9,June 25 - June 30,29.7
One,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,9,June 25 - June 30,29.3
One,Symptoms of Anxiety Disorder,By State,Washington,Washington,9,June 25 - June 30,37
One,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,9,June 25 - June 30,40.5
One,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,9,June 25 - June 30,25.5
One,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,9,June 25 - June 30,31.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,9,June 25 - June 30,37.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,9,June 25 - June 30,49.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,9,June 25 - June 30,44.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,9,June 25 - June 30,39.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,9,June 25 - June 30,37.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,9,June 25 - June 30,29.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,9,June 25 - June 30,23.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,9,June 25 - June 30,20.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,9,June 25 - June 30,33.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,9,June 25 - June 30,41.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,9,June 25 - June 30,42.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",9,June 25 - June 30,35.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",9,June 25 - June 30,41.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",9,June 25 - June 30,28.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",9,June 25 - June 30,49.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,9,June 25 - June 30,46.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,9,June 25 - June 30,38.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,9,June 25 - June 30,41.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,9,June 25 - June 30,30.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,9,June 25 - June 30,35.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,9,June 25 - June 30,35.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,9,June 25 - June 30,44.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,9,June 25 - June 30,37.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,9,June 25 - June 30,38.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,9,June 25 - June 30,37.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,9,June 25 - June 30,35.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,9,June 25 - June 30,33.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,9,June 25 - June 30,39.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,9,June 25 - June 30,43.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,9,June 25 - June 30,40.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,9,June 25 - June 30,38.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,9,June 25 - June 30,40.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,9,June 25 - June 30,39.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,9,June 25 - June 30,38.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,9,June 25 - June 30,34.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,9,June 25 - June 30,31.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,9,June 25 - June 30,38.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,9,June 25 - June 30,44.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,9,June 25 - June 30,35.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,9,June 25 - June 30,33.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,34.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,9,June 25 - June 30,34.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,29.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,42.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,9,June 25 - June 30,35.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,9,June 25 - June 30,30.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,30.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,9,June 25 - June 30,39.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,9,June 25 - June 30,32.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,33.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,39.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,9,June 25 - June 30,34.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,33.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,34
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,9,June 25 - June 30,34.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,43
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,9,June 25 - June 30,38.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,9,June 25 - June 30,37.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,9,June 25 - June 30,35.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,9,June 25 - June 30,39.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,9,June 25 - June 30,35
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,9,June 25 - June 30,42.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,9,June 25 - June 30,40.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,9,June 25 - June 30,36.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,9,June 25 - June 30,32.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,9,June 25 - June 30,33.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,9,June 25 - June 30,42
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,9,June 25 - June 30,45.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,9,June 25 - June 30,29.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,9,June 25 - June 30,34.2
One,Symptoms of Depressive Disorder,National Estimate,United States,United States,10,July 2 - July 7,27.6
One,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,10,July 2 - July 7,35.8
One,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,10,July 2 - July 7,31.7
One,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,10,July 2 - July 7,27.6
One,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,10,July 2 - July 7,28.2
One,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,10,July 2 - July 7,21.8
One,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,10,July 2 - July 7,17.8
One,Symptoms of Depressive Disorder,By Age,United States,80 years and above,10,July 2 - July 7,18.7
One,Symptoms of Depressive Disorder,By Gender,United States,Male,10,July 2 - July 7,26.6
One,Symptoms of Depressive Disorder,By Gender,United States,Female,10,July 2 - July 7,28.6
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,10,July 2 - July 7,30.9
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",10,July 2 - July 7,26
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",10,July 2 - July 7,29.9
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",10,July 2 - July 7,25
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",10,July 2 - July 7,35.6
One,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,10,July 2 - July 7,38.3
One,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,10,July 2 - July 7,29.1
One,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,10,July 2 - July 7,31.2
One,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,10,July 2 - July 7,19.9
One,Symptoms of Depressive Disorder,By State,Alabama,Alabama,10,July 2 - July 7,28.6
One,Symptoms of Depressive Disorder,By State,Alaska,Alaska,10,July 2 - July 7,21.5
One,Symptoms of Depressive Disorder,By State,Arizona,Arizona,10,July 2 - July 7,31.3
One,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,10,July 2 - July 7,30.2
One,Symptoms of Depressive Disorder,By State,California,California,10,July 2 - July 7,27.6
One,Symptoms of Depressive Disorder,By State,Colorado,Colorado,10,July 2 - July 7,30
One,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,10,July 2 - July 7,26.3
One,Symptoms of Depressive Disorder,By State,Delaware,Delaware,10,July 2 - July 7,22.7
One,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,10,July 2 - July 7,24.9
One,Symptoms of Depressive Disorder,By State,Florida,Florida,10,July 2 - July 7,27.9
One,Symptoms of Depressive Disorder,By State,Georgia,Georgia,10,July 2 - July 7,27.1
One,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,10,July 2 - July 7,28.9
One,Symptoms of Depressive Disorder,By State,Idaho,Idaho,10,July 2 - July 7,25.6
One,Symptoms of Depressive Disorder,By State,Illinois,Illinois,10,July 2 - July 7,27.6
One,Symptoms of Depressive Disorder,By State,Indiana,Indiana,10,July 2 - July 7,27.7
One,Symptoms of Depressive Disorder,By State,Iowa,Iowa,10,July 2 - July 7,17.5
